date,HUFL,HULL,MUFL,MULL,LUFL,LULL,OT
2016-07-01 00:00:00,0.0,0.0,0.0,0.4620000123977661,4.203000068664552,0.0,0.0
2016-07-01 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-01 02:00:00,0.0,0.0,0.0,0.35499998927116394,3.776999950408936,0.0,27.78700065612793
2016-07-01 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-01 04:00:00,0.0,0.0,0.0,0.0,0.0,0.0,21.947999954223643
2016-07-01 05:00:00,0.0,0.0,1.5279999971389768,0.0,4.051000118255615,0.0,0.0
2016-07-01 06:00:00,0.0,0.0,0.0,0.7820000052452087,0.0,0.0,0.0
2016-07-01 07:00:00,7.434999942779541,0.0,0.0,0.0,5.086999893188477,2.2239999771118164,23.143999099731445
2016-07-01 08:00:00,0.0,3.0139999389648438,0.0,0.0,0.0,0.0,21.66699981689453
2016-07-01 09:00:00,0.0,0.0,0.0,0.0,2.6800000667572017,0.0,17.445999145507812
2016-07-01 10:00:00,0.0,0.0,0.0,0.8529999852180481,2.9549999237060547,1.4919999837875366,0.0
2016-07-01 11:00:00,0.0,2.5450000762939453,0.0,0.0,0.0,0.0,20.118999481201172
2016-07-01 12:00:00,0.0,2.5450000762939453,0.0,0.0,0.0,0.0,0.0
2016-07-01 13:00:00,0.0,2.678999900817871,0.0,0.0,0.0,0.0,0.0
2016-07-01 14:00:00,5.090000152587892,0.0,0.0,0.0,2.559000015258789,0.0,19.55599975585937
2016-07-01 15:00:00,0.0,0.0,2.486999988555908,0.0,0.0,0.0,17.305000305175778
2016-07-01 16:00:00,4.2199997901916495,2.4110000133514404,1.7059999704360962,0.0,0.0,0.0,0.0
2016-07-01 17:00:00,0.0,2.344000101089477,0.0,0.0,3.075999975204468,0.0,19.13400077819824
2016-07-01 18:00:00,0.0,2.880000114440918,2.5230000019073486,0.0,3.075999975204468,1.4919999837875366,0.0
2016-07-01 19:00:00,5.492000102996826,3.0139999389648438,0.0,1.2079999446868896,0.0,0.0,0.0
2016-07-01 20:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-01 21:00:00,0.0,0.0,0.0,0.0,0.0,1.5230000019073486,18.009000778198242
2016-07-01 22:00:00,4.822999954223633,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-01 23:00:00,0.0,0.0,0.0,0.0,2.4670000076293945,0.0,0.0
2016-07-02 00:00:00,0.0,3.0810000896453857,0.0,1.315000057220459,0.0,0.0,0.0
2016-07-02 01:00:00,0.0,0.0,2.878000020980835,0.0,0.0,0.0,19.69700050354004
2016-07-02 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0,20.048999786376953
2016-07-02 03:00:00,5.1570000648498535,3.0810000896453857,2.9140000343322754,0.0,0.0,0.0,0.0
2016-07-02 04:00:00,0.0,0.0,0.0,1.4919999837875366,0.0,1.4010000228881836,0.0
2016-07-02 05:00:00,0.0,0.0,0.0,0.0,2.437000036239624,1.462000012397766,22.229999542236328
2016-07-02 06:00:00,0.0,3.282000064849853,0.0,0.0,0.0,1.462000012397766,20.26000022888184
2016-07-02 07:00:00,0.0,0.0,0.0,1.4919999837875366,0.0,1.5230000019073486,21.104000091552734
2016-07-02 08:00:00,0.0,3.282000064849853,0.0,1.6699999570846558,2.924000024795532,0.0,20.61199951171875
2016-07-02 09:00:00,0.0,0.0,0.0,0.0,2.6800000667572017,1.462000012397766,0.0
2016-07-02 10:00:00,0.0,4.956999778747559,0.0,0.0,0.0,0.0,0.0
2016-07-02 11:00:00,0.0,0.0,0.0,2.5230000019073486,0.0,0.0,0.0
2016-07-02 12:00:00,0.0,0.0,0.0,2.131999969482422,0.0,1.8279999494552608,0.0
2016-07-02 13:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-02 14:00:00,0.0,0.0,6.111999988555907,2.025000095367432,2.8940000534057617,0.0,0.0
2016-07-02 15:00:00,10.449000358581543,0.0,0.0,0.0,0.0,1.7359999418258667,0.0
2016-07-02 16:00:00,0.0,0.0,7.035999774932861,2.6649999618530282,0.0,0.0,0.0
2016-07-02 17:00:00,0.0,4.822999954223633,0.0,2.41599988937378,0.0,0.0,0.0
2016-07-02 18:00:00,0.0,0.0,0.0,0.0,3.38100004196167,0.0,25.88800048828125
2016-07-02 19:00:00,0.0,4.3540000915527335,0.0,1.812000036239624,0.0,0.0,27.85700035095215
2016-07-02 20:00:00,9.979999542236328,4.152999877929688,0.0,1.9539999961853027,0.0,0.0,0.0
2016-07-02 21:00:00,9.3100004196167,0.0,6.005000114440918,2.131999969482422,0.0,0.0,0.0
2016-07-02 22:00:00,9.444000244140623,4.622000217437744,0.0,0.0,0.0,0.0,21.947999954223643
2016-07-02 23:00:00,9.444000244140623,0.0,0.0,2.559000015258789,0.0,0.0,0.0
2016-07-03 00:00:00,0.0,5.425000190734863,0.0,0.0,0.0,0.0,0.0
2016-07-03 01:00:00,0.0,5.223999977111816,0.0,2.8429999351501465,2.6500000953674316,1.6749999523162842,0.0
2016-07-03 02:00:00,0.0,0.0,7.320000171661378,2.203000068664551,0.0,0.0,0.0
2016-07-03 03:00:00,0.0,0.0,6.822999954223633,1.9900000095367432,0.0,1.6749999523162842,0.0
2016-07-03 04:00:00,0.0,0.0,0.0,2.806999921798706,0.0,0.0,0.0
2016-07-03 05:00:00,10.3149995803833,0.0,0.0,0.0,2.924000024795532,0.0,0.0
2016-07-03 06:00:00,0.0,5.223999977111816,0.0,0.0,0.0,0.0,0.0
2016-07-03 07:00:00,0.0,0.0,0.0,2.8429999351501465,3.625,0.0,23.636999130249023
2016-07-03 08:00:00,10.649999618530273,0.0,7.035999774932861,0.0,0.0,1.919000029563904,26.3799991607666
2016-07-03 09:00:00,0.0,4.2199997901916495,0.0,0.0,0.0,0.0,27.364999771118164
2016-07-03 10:00:00,0.0,0.0,7.888999938964844,0.0,0.0,1.8580000400543213,28.06800079345703
2016-07-03 11:00:00,12.123000144958494,0.0,0.0,0.0,0.0,0.0,29.47500038146973
2016-07-03 12:00:00,9.979999542236328,5.0229997634887695,0.0,0.0,0.0,0.0,0.0
2016-07-03 13:00:00,0.0,0.0,0.0,2.630000114440918,0.0,0.0,0.0
2016-07-03 14:00:00,0.0,0.0,7.177999973297119,0.0,3.075999975204468,1.8880000114440918,0.0
2016-07-03 15:00:00,0.0,0.0,0.0,2.6649999618530282,3.015000104904175,1.8279999494552608,0.0
2016-07-03 16:00:00,0.0,0.0,6.502999782562256,0.0,0.0,0.0,0.0
2016-07-03 17:00:00,0.0,0.0,0.0,0.0,3.806999921798706,0.0,0.0
2016-07-03 18:00:00,0.0,0.0,7.390999794006348,0.0,0.0,0.0,31.9379997253418
2016-07-03 19:00:00,0.0,0.0,7.214000225067139,0.0,0.0,0.0,0.0
2016-07-03 20:00:00,0.0,0.0,7.177999973297119,2.345000028610229,0.0,0.0,21.525999069213867
2016-07-03 21:00:00,0.0,0.0,6.610000133514402,2.309999942779541,0.0,0.0,0.0
2016-07-03 22:00:00,0.0,0.0,0.0,0.0,0.0,0.0,19.416000366210934
2016-07-03 23:00:00,0.0,5.760000228881836,0.0,0.0,3.1679999828338623,0.0,0.0
2016-07-04 00:00:00,0.0,0.0,0.0,2.630000114440918,3.015000104904175,0.0,0.0
2016-07-04 01:00:00,0.0,0.0,0.0,2.6649999618530282,0.0,0.0,0.0
2016-07-04 02:00:00,0.0,4.822999954223633,0.0,2.594000101089477,0.0,1.8279999494552608,27.85700035095215
2016-07-04 03:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-04 04:00:00,0.0,0.0,5.6500000953674325,0.0,0.0,1.7970000505447388,0.0
2016-07-04 05:00:00,9.845999717712402,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-04 06:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-04 07:00:00,11.788000106811525,6.09499979019165,0.0,0.0,3.8989999294281006,2.04099988937378,0.0
2016-07-04 08:00:00,0.0,5.960999965667725,7.14300012588501,0.0,0.0,2.0710000991821294,0.0
2016-07-04 09:00:00,0.0,0.0,0.0,0.0,3.4719998836517334,0.0,25.395000457763672
2016-07-04 10:00:00,11.92199993133545,0.0,0.0,3.0559999942779537,0.0,0.0,25.18400001525879
2016-07-04 11:00:00,12.324000358581545,0.0,8.421999931335451,0.0,4.203000068664552,0.0,0.0
2016-07-04 12:00:00,0.0,0.0,0.0,0.0,0.0,0.0,29.47500038146973
2016-07-04 13:00:00,0.0,5.425000190734863,0.0,0.0,0.0,0.0,0.0
2016-07-04 14:00:00,0.0,0.0,0.0,0.0,0.0,0.0,30.952999114990234
2016-07-04 15:00:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016-07-04 16:00:00,0.0,0.0,0.0,0.0,0.0,0.0,33.132999420166016
2016-07-04 17:00:00,0.0,5.090000152587892,0.0,0.0,3.868000030517578,0.0,0.0
2016-07-04 18:00:00,11.38700008392334,0.0,7.355999946594237,0.0,0.0,0.0,28.982999801635746
